pair,date,high,low,open,close,volume
USDT_BTC,1516147200,59.528129192678556,56.55172273304463,57.73827207823336,58.2686413297741,4123273.6568455
USDT_BTC,1516149000,61.95369185521665,58.85600726245581,60.17114959935202,60.17716430622349,3283745.1200703
USDT_BTC,1516150800,58.945035524155905,55.997783747948105,57.46255062424452,57.30698197647041,2695453.0534636
USDT_BTC,1516152600,65.46573078715059,62.192444247793055,63.753309445530235,64.38275134539765,3353290.1125837
USDT_BTC,1516154400,61.87110356615117,58.77754838784361,60.684098700436024,60.43774340146255,1942528.8456361
USDT_BTC,1516156200,60.07955850008606,57.07558057508175,58.26730307187365,57.80513084722294,3116385.0628325
USDT_BTC,1516158000,62.74505295440252,59.607800306682385,61.22963038320518,60.398591182571124,3873920.3900557
USDT_BTC,1516159800,66.06716727842307,62.763808914501915,63.67022125164862,64.25705485444617,3943364.7249046
USDT_BTC,1516161600,66.20475704943124,62.89451919695967,65.16561981012616,64.44815147141958,2422227.1771477
USDT_BTC,1516163400,65.38769483879007,62.118310096850564,63.29337558540279,64.11995804033587,3451213.5346357
USDT_BTC,1516165200,67.43691115574025,64.06506559795324,65.71764917098133,65.84313950860184,2116490.8271881
USDT_BTC,1516167000,66.25606696548525,62.94326361721098,64.12741344906091,64.16603231145874,1596540.8139675
USDT_BTC,1516168800,68.51222212883461,65.08661102239287,67.11958734432964,66.59020850743023,2005653.3661267
USDT_BTC,1516170600,68.30096701988185,64.88591866888775,66.44482016001389,66.93458772347681,1771792.3586869
USDT_BTC,1516172400,68.32100967574924,64.90495919196178,66.58710103087854,66.72601343665178,1504621.3195872
USDT_BTC,1516174200,68.8462980277321,65.4039831263455,67.13332497788298,67.03287450564326,1237032.1008677
USDT_BTC,1516176000,66.788885121981,63.44944086588195,65.12130275460805,65.7130474992276,2507676.317133
USDT_BTC,1516177800,72.22157490030942,68.61049615529394,70.63676684220104,70.28079252297672,1892781.6853007
USDT_BTC,1516179600,69.32254898021012,65.8564215311996,67.51912073723071,67.47797731321742,1150645.4115413
USDT_BTC,1516181400,68.96631792205737,65.5180020259545,67.2737890715886,67.26362979413774,3673610.9555488
USDT_BTC,1516183200,71.87492972814158,68.2811832417345,70.32666723226946,70.29243990481015,5874389.4041305
USDT_BTC,1516185000,69.4314944684357,65.95991974501392,67.93837206410981,67.45064700750383,3486381.5825344
USDT_BTC,1516186800,71.12949892845998,67.57302398203697,69.10886092912905,69.54155629145762,3542097.5221903
USDT_BTC,1516188600,72.11358748618817,68.50790811187875,69.69109251342739,70.25542035855761,3997513.4556245
USDT_BTC,1516190400,75.65516325615094,71.87240509334339,73.56806365875673,73.44491883686588,3306763.7716603
USDT_BTC,1516192200,74.3950792995557,70.67532533457792,72.60944712575382,71.58642070122299,2729574.3377654
USDT_BTC,1516194000,75.65650146242328,71.8736763893021,74.0653370556722,73.90145384586178,1479273.8058578
